CustomerID,AnnualSpending,FrequencyOfPurchases,TimeSinceLastPurchase,AverageOrderValue,PreferredCategory,LoyaltyScore,DiscountSensitivity,PreferredPaymentMethod,CustomerRegion,AgeGroup
1684,532.44,3,23.18,133.11,Home Decor,9.47,94.7,Cash,North,46-55
1685,382.1,3,21.74,95.52,Books,8.72,96.19,Debit Card,West,36-45
1686,618.77,3,6.03,154.69,Clothing,9.9,93.84,Credit Card,South,26-35
1687,453.54,5,9.94,75.59,Toys,13.62,95.48,Debit Card,South,56+
1688,520.12,4,9.74,104.02,Electronics,11.68,94.82,Cash,East,46-55
1689,528.33,3,13.44,132.08,Electronics,9.45,94.74,Credit Card,Central,56+
1690,474.11,0,17.62,474.11,Beauty,2.36,95.28,PayPal,South,36-45
1691,558.67,7,8.76,69.83,Health,18.69,94.44,PayPal,North,36-45
1692,452.51,3,22.48,113.13,Clothing,9.07,95.49,Gift Card,North,56+
1693,587.13,4,19.99,117.43,Home Decor,12.01,94.15,Cash,Central,18-25
1694,365.4,4,13.55,73.08,Automotive,10.91,96.36,Credit Card,East,26-35
1695,512.64,4,16.51,102.53,Home Decor,11.64,94.89,Gift Card,South,36-45
1696,693.89,1,15.75,346.95,Automotive,5.73,93.09,Gift Card,North,26-35
1697,399.97,4,16.48,79.99,Electronics,11.08,96.02,PayPal,West,46-55
1698,432.23,3,21.48,108.06,Groceries,8.97,95.69,Gift Card,East,18-25
1699,551.39,4,9.6,110.28,Books,11.84,94.51,Credit Card,North,56+
1700,517.96,2,18.31,172.65,Books,7.13,94.84,Gift Card,North,36-45
1701,535.06,5,7.93,89.18,Sports,14.03,94.67,Credit Card,East,36-45
1702,548.92,3,14.26,137.23,Automotive,9.55,94.53,Cash,North,26-35
1703,563.47,1,17.45,281.74,Toys,5.08,94.39,Debit Card,North,36-45
1704,610.97,4,6.23,122.19,Home Decor,12.13,93.91,Gift Card,West,56+
1705,540.98,6,7.95,77.28,Toys,16.33,94.61,Gift Card,South,36-45
1706,475.87,1,7.64,237.94,Clothing,4.64,95.26,Cash,East,56+
1707,567.26,3,12.74,141.81,Home Decor,9.64,94.35,Gift Card,North,36-45
1708,689.99,2,17.2,230.0,Home Decor,7.98,93.13,PayPal,South,56+
1709,486.74,6,23.93,69.53,Books,16.06,95.15,Debit Card,East,18-25
1710,402.55,1,10.57,201.27,Health,4.28,95.99,Credit Card,South,36-45
1711,610.71,4,8.45,122.14,Toys,12.13,93.92,Gift Card,East,56+
1712,487.96,2,13.47,162.65,Home Decor,6.98,95.14,Cash,South,36-45
1713,282.73,5,8.63,47.12,Automotive,12.77,97.18,Gift Card,South,18-25
1714,584.74,2,6.44,194.91,Clothing,7.46,94.18,Debit Card,North,18-25
1715,446.47,1,16.15,223.23,Groceries,4.5,95.55,Gift Card,Central,18-25
1716,490.95,2,21.83,163.65,Clothing,6.99,95.11,Credit Card,East,36-45
1717,533.2,5,21.5,88.87,Home Decor,14.02,94.69,Cash,North,36-45
1718,519.05,2,7.81,173.02,Books,7.13,94.83,PayPal,East,18-25
1719,570.95,2,8.65,190.32,Books,7.39,94.31,PayPal,West,36-45
1720,456.45,3,14.84,114.11,Beauty,9.09,95.45,PayPal,Central,46-55
1721,551.31,4,12.62,110.26,Electronics,11.84,94.51,Credit Card,North,26-35
1722,474.05,2,18.66,158.02,Sports,6.91,95.28,PayPal,West,46-55
1723,573.88,4,14.91,114.78,Home Decor,11.95,94.28,PayPal,North,26-35
1724,561.54,4,6.36,112.31,Books,11.89,94.41,Gift Card,South,18-25
1725,406.46,3,11.12,101.61,Electronics,8.84,95.95,Cash,North,18-25
1726,608.6,7,22.23,76.07,Groceries,18.94,93.94,PayPal,West,46-55
1727,446.4,0,15.21,446.4,Books,2.22,95.55,Debit Card,South,36-45
1728,580.81,4,20.36,116.16,Clothing,11.98,94.21,Gift Card,West,26-35
1729,536.73,5,13.24,89.45,Beauty,14.04,94.65,PayPal,Central,46-55
1730,683.82,3,18.19,170.95,Home Decor,10.22,93.19,Debit Card,West,36-45
1731,477.65,0,9.04,477.65,Health,2.38,95.24,PayPal,North,56+
1732,465.07,5,19.26,77.51,Health,13.68,95.37,PayPal,East,26-35
1733,498.06,4,20.16,99.61,Clothing,11.57,95.04,Gift Card,Central,26-35
1734,469.68,1,7.62,234.84,Electronics,4.61,95.32,Credit Card,East,56+
1735,579.99,0,9.3,579.99,Clothing,2.89,94.22,Credit Card,East,36-45
1736,338.37,3,14.33,84.59,Toys,8.5,96.63,Cash,East,56+
1737,394.63,4,17.47,78.93,Toys,11.06,96.07,Cash,West,36-45
1738,393.22,4,17.47,78.64,Toys,11.05,96.08,Gift Card,North,18-25
1739,595.03,1,18.03,297.52,Books,5.24,94.07,Gift Card,East,46-55
1740,671.06,2,18.86,223.69,Books,7.89,93.32,PayPal,South,18-25
1741,489.56,1,15.1,244.78,Books,4.71,95.12,Credit Card,West,56+
1742,483.12,1,16.35,241.56,Clothing,4.68,95.19,Credit Card,South,56+
1743,507.01,0,6.15,507.01,Electronics,2.53,94.95,Cash,North,36-45
1744,616.19,4,9.0,123.24,Books,12.16,93.86,Gift Card,Central,46-55
1745,407.26,3,14.97,101.82,Beauty,8.85,95.94,PayPal,North,18-25
1746,523.84,1,19.42,261.92,Beauty,4.88,94.78,Debit Card,Central,26-35
1747,597.52,5,20.56,99.59,Groceries,14.34,94.05,Gift Card,West,26-35
1748,550.11,5,19.12,91.68,Health,14.1,94.52,Credit Card,Central,46-55
1749,518.96,3,14.76,129.74,Beauty,9.4,94.83,Gift Card,East,36-45
1750,600.1,7,11.06,75.01,Electronics,18.9,94.02,Gift Card,North,46-55
1751,229.68,1,14.0,114.84,Automotive,3.42,97.71,PayPal,Central,26-35
1752,567.79,3,6.17,141.95,Toys,9.65,94.34,Gift Card,East,46-55
1753,434.59,5,16.76,72.43,Automotive,13.53,95.67,Debit Card,Central,56+
1754,316.94,2,7.34,105.65,Beauty,6.12,96.84,Cash,East,46-55
1755,551.12,2,8.62,183.71,Clothing,7.29,94.51,Debit Card,Central,18-25
1756,637.37,2,17.27,212.46,Clothing,7.72,93.65,Debit Card,West,26-35
1757,486.26,5,6.24,81.04,Beauty,13.79,95.16,Credit Card,West,36-45
1758,595.29,2,16.32,198.43,Health,7.51,94.07,Gift Card,North,46-55
1759,661.23,1,17.49,330.61,Electronics,5.57,93.41,Debit Card,West,18-25
1760,631.49,3,20.19,157.87,Beauty,9.96,93.71,Debit Card,West,56+
1761,664.0,3,7.22,166.0,Electronics,10.13,93.39,PayPal,North,18-25
1762,574.21,1,6.05,287.11,Toys,5.13,94.28,PayPal,Central,18-25
1763,507.54,5,19.8,84.59,Beauty,13.89,94.94,Gift Card,South,56+
1764,339.8,2,11.22,113.27,Clothing,6.24,96.62,Gift Card,North,46-55
1765,475.39,4,21.97,95.08,Sports,11.46,95.26,Debit Card,South,36-45
1766,415.68,5,9.33,69.28,Sports,13.43,95.86,Gift Card,West,46-55
1767,717.09,4,16.54,143.42,Toys,12.66,92.86,Cash,Central,26-35
1768,482.41,5,7.97,80.4,Health,13.77,95.19,Credit Card,Central,18-25
1769,512.32,4,13.25,102.46,Home Decor,11.64,94.9,Cash,North,46-55
1770,555.15,4,21.88,111.03,Sports,11.86,94.47,PayPal,West,18-25
1771,504.36,2,16.95,168.12,Beauty,7.06,94.98,PayPal,North,26-35
1772,669.51,6,18.41,95.64,Groceries,16.97,93.33,PayPal,West,46-55
1773,437.74,0,10.07,437.74,Automotive,2.18,95.64,Debit Card,North,36-45
1774,519.46,1,22.61,259.73,Home Decor,4.86,94.83,Cash,West,56+
1775,425.75,0,17.22,425.75,Electronics,2.12,95.76,Credit Card,Central,26-35
1776,368.0,2,7.91,122.67,Electronics,6.38,96.33,Credit Card,North,36-45
1777,438.82,1,6.28,219.41,Sports,4.46,95.63,Debit Card,South,56+
1778,496.3,2,6.29,165.43,Health,7.02,95.06,Gift Card,West,26-35
1779,457.07,8,6.92,50.79,Toys,20.46,95.45,PayPal,West,26-35
1780,430.76,5,22.41,71.79,Sports,13.51,95.71,Gift Card,South,56+
1781,359.37,2,12.45,119.79,Electronics,6.34,96.42,Debit Card,Central,18-25
1782,491.69,1,11.37,245.84,Clothing,4.72,95.1,Credit Card,West,56+
1783,349.53,2,13.5,116.51,Books,6.29,96.52,Debit Card,North,26-35
1784,576.01,5,13.37,96.0,Electronics,14.23,94.26,Gift Card,West,36-45
1785,508.24,5,10.29,84.71,Books,13.89,94.94,PayPal,East,46-55
1786,354.24,2,7.65,118.08,Beauty,6.31,96.47,PayPal,West,46-55
1787,469.08,4,7.96,93.82,Automotive,11.43,95.33,Debit Card,East,18-25
1788,424.78,1,16.79,212.39,Beauty,4.39,95.77,Credit Card,North,18-25
1789,531.92,1,13.14,265.96,Books,4.92,94.7,Debit Card,Central,36-45
1790,634.05,1,22.24,317.02,Home Decor,5.43,93.68,Debit Card,West,26-35
1791,312.48,5,14.35,52.08,Automotive,12.92,96.89,Cash,South,36-45
1792,511.5,2,15.06,170.5,Books,7.09,94.91,Cash,East,36-45
1793,483.99,4,22.71,96.8,Books,11.5,95.18,Cash,South,18-25
1794,567.13,4,15.03,113.43,Toys,11.92,94.35,Gift Card,South,46-55
1795,521.32,5,15.04,86.89,Clothing,13.96,94.81,PayPal,South,26-35
1796,424.8,4,12.54,84.96,Electronics,11.21,95.77,Debit Card,West,36-45
1797,468.09,3,18.79,117.02,Health,9.15,95.34,Credit Card,West,56+
1798,420.4,3,13.06,105.1,Electronics,8.91,95.81,Gift Card,North,46-55
1799,607.6,3,16.59,151.9,Books,9.84,93.95,Cash,East,56+
1800,502.13,5,14.05,83.69,Electronics,13.86,95.0,Cash,North,36-45
1801,690.12,4,15.52,138.02,Automotive,12.53,93.13,Credit Card,South,26-35
1802,493.93,3,20.89,123.48,Toys,9.28,95.08,Credit Card,Central,26-35
1803,429.16,2,13.45,143.05,Toys,6.68,95.73,Cash,South,46-55
1804,348.63,4,10.14,69.73,Home Decor,10.83,96.53,Debit Card,East,18-25
1805,319.69,5,16.27,53.28,Sports,12.96,96.82,PayPal,East,46-55
1806,341.59,1,22.88,170.79,Health,3.97,96.6,Gift Card,East,46-55
1807,526.71,5,18.48,87.79,Home Decor,13.99,94.75,PayPal,West,36-45
1808,550.87,5,11.55,91.81,Health,14.11,94.51,PayPal,Central,18-25
1809,341.88,2,23.33,113.96,Electronics,6.25,96.59,Debit Card,Central,56+
1810,589.5,2,12.17,196.5,Sports,7.48,94.13,Cash,South,36-45
1811,451.69,2,23.7,150.56,Books,6.8,95.5,Debit Card,South,56+
1812,514.68,2,9.46,171.56,Books,7.11,94.87,Gift Card,West,36-45
1813,661.22,4,23.99,132.24,Toys,12.38,93.41,Credit Card,North,26-35
1814,589.68,3,7.37,147.42,Books,9.75,94.13,Gift Card,West,56+
1815,473.15,1,18.84,236.57,Sports,4.63,95.29,Cash,South,56+
1816,410.88,5,19.33,68.48,Beauty,13.41,95.91,PayPal,South,18-25
1817,284.82,2,18.23,94.94,Home Decor,5.96,97.16,PayPal,West,26-35
1818,428.08,3,20.0,107.02,Toys,8.95,95.74,Cash,South,56+
1819,478.89,0,14.49,478.89,Sports,2.38,95.23,Debit Card,South,18-25
1820,401.28,1,6.97,200.64,Sports,4.27,96.0,PayPal,South,36-45
1821,486.87,3,12.44,121.72,Health,9.24,95.15,Gift Card,Central,36-45
1822,507.69,2,17.56,169.23,Health,7.07,94.94,Credit Card,South,18-25
1823,477.51,2,17.63,159.17,Electronics,6.92,95.24,PayPal,Central,26-35
1824,435.0,3,9.51,108.75,Clothing,8.98,95.67,Credit Card,East,26-35
1825,516.87,2,10.55,172.29,Toys,7.12,94.85,Credit Card,East,56+
1826,544.19,3,14.76,136.05,Books,9.53,94.58,Cash,East,18-25
1827,390.96,5,19.11,65.16,Automotive,13.31,96.11,PayPal,Central,46-55
1828,641.09,3,21.35,160.27,Toys,10.01,93.61,PayPal,South,36-45
1829,490.14,5,7.56,81.69,Home Decor,13.8,95.12,Gift Card,East,46-55
1830,501.88,4,22.66,100.38,Automotive,11.59,95.0,PayPal,West,36-45
1831,570.82,4,22.7,114.16,Automotive,11.93,94.31,Gift Card,East,36-45
1832,523.32,4,6.14,104.66,Automotive,11.7,94.79,Debit Card,West,36-45
1833,595.31,2,15.12,198.44,Beauty,7.51,94.07,Gift Card,Central,18-25
1834,528.71,2,16.57,176.24,Beauty,7.18,94.73,PayPal,South,56+
1835,438.76,5,15.97,73.13,Beauty,13.55,95.63,Debit Card,West,18-25
1836,536.15,5,17.08,89.36,Groceries,14.03,94.66,PayPal,Central,26-35
1837,385.63,1,15.06,192.81,Clothing,4.19,96.16,Debit Card,North,46-55
1838,510.86,3,11.29,127.71,Groceries,9.36,94.91,Gift Card,South,26-35
1839,496.68,8,7.72,55.19,Home Decor,20.66,95.05,PayPal,Central,36-45
1840,479.19,3,9.75,119.8,Books,9.2,95.23,Gift Card,East,56+
1841,487.15,6,19.32,69.59,Sports,16.06,95.15,Credit Card,Central,18-25
1842,311.82,1,10.34,155.91,Toys,3.83,96.89,Credit Card,Central,56+
1843,445.13,3,20.93,111.28,Books,9.04,95.57,Debit Card,North,56+
1844,509.28,2,13.26,169.76,Toys,7.08,94.93,Debit Card,Central,56+
1845,515.99,1,13.46,257.99,Beauty,4.84,94.86,Gift Card,East,18-25
1846,397.23,2,21.63,132.41,Beauty,6.52,96.04,Cash,Central,26-35
1847,626.57,3,9.86,156.64,Home Decor,9.94,93.76,Credit Card,West,18-25
1848,413.38,4,9.41,82.68,Clothing,11.15,95.88,Debit Card,North,46-55
1849,596.95,2,23.74,198.98,Sports,7.52,94.05,Debit Card,East,36-45
1850,542.72,2,15.73,180.91,Toys,7.25,94.59,Gift Card,Central,46-55
1851,435.38,3,9.43,108.84,Clothing,8.99,95.66,Cash,East,26-35
1852,677.53,5,8.98,112.92,Home Decor,14.74,93.25,Cash,North,56+
1853,380.64,3,21.51,95.16,Books,8.71,96.21,Credit Card,Central,18-25
1854,591.92,3,16.8,147.98,Toys,9.77,94.1,Debit Card,Central,18-25
1855,600.06,2,8.07,200.02,Sports,7.53,94.02,Cash,West,46-55
1856,432.94,1,21.96,216.47,Sports,4.43,95.69,Debit Card,West,18-25
1857,639.25,3,13.99,159.81,Books,10.0,93.63,Credit Card,East,36-45
1858,475.0,4,23.81,95.0,Automotive,11.46,95.27,Credit Card,East,56+
1859,528.87,2,11.07,176.29,Books,7.18,94.73,Credit Card,South,56+
1860,526.03,1,15.52,263.02,Clothing,4.89,94.76,PayPal,Central,36-45
1861,486.57,5,9.12,81.09,Home Decor,13.79,95.15,Debit Card,North,36-45
1862,581.08,2,13.91,193.69,Beauty,7.44,94.21,Gift Card,North,36-45
1863,579.35,2,9.18,193.12,Electronics,7.43,94.23,Cash,West,36-45
1864,325.15,5,11.53,54.19,Home Decor,12.98,96.76,Cash,Central,56+
1865,630.43,1,10.86,315.22,Health,5.41,93.72,Credit Card,East,46-55
1866,333.75,3,11.1,83.44,Toys,8.48,96.68,Gift Card,North,26-35
1867,603.25,6,23.46,86.18,Toys,16.64,93.99,PayPal,East,46-55
1868,612.67,4,6.69,122.53,Books,12.14,93.9,PayPal,North,56+
1869,390.9,6,14.94,55.84,Books,15.58,96.11,Debit Card,Central,36-45
1870,458.92,0,17.33,458.92,Sports,2.29,95.43,PayPal,East,46-55
1871,389.43,3,17.89,97.36,Toys,8.76,96.12,Debit Card,East,26-35
1872,478.51,5,19.58,79.75,Books,13.75,95.23,PayPal,North,18-25
1873,469.2,3,19.7,117.3,Beauty,9.15,95.33,Cash,Central,46-55
1874,577.97,4,23.2,115.59,Toys,11.97,94.24,Cash,West,18-25
1875,631.03,1,19.6,315.52,Sports,5.42,93.71,Cash,East,26-35
1876,639.57,7,20.83,79.95,Electronics,19.09,93.63,PayPal,South,46-55
1877,443.78,2,15.58,147.93,Home Decor,6.76,95.58,Credit Card,North,56+
1878,479.08,4,17.84,95.82,Beauty,11.48,95.23,PayPal,Central,26-35
1879,331.66,4,14.61,66.33,Automotive,10.74,96.7,PayPal,East,36-45
1880,419.41,1,10.98,209.71,Books,4.36,95.82,Debit Card,Central,36-45
1881,596.49,3,11.64,149.12,Beauty,9.79,94.06,Cash,Central,46-55
1882,661.56,3,12.49,165.39,Health,10.11,93.41,Cash,West,46-55
1883,376.57,6,12.13,53.8,Health,15.51,96.25,Gift Card,West,36-45
1884,440.75,4,15.6,88.15,Sports,11.29,95.61,Gift Card,West,18-25
1885,497.36,3,10.46,124.34,Books,9.3,95.05,Cash,Central,18-25
1886,528.02,3,15.3,132.0,Health,9.45,94.74,Gift Card,East,36-45
1887,419.04,3,22.49,104.76,Sports,8.91,95.83,Gift Card,East,26-35
1888,542.41,3,13.31,135.6,Automotive,9.52,94.6,Debit Card,West,46-55
1889,452.62,4,10.01,90.52,Electronics,11.35,95.49,Debit Card,Central,26-35
1890,498.55,3,12.24,124.64,Home Decor,9.3,95.03,PayPal,North,36-45
1891,554.63,1,21.78,277.31,Electronics,5.03,94.48,Gift Card,North,26-35
1892,500.64,4,22.95,100.13,Home Decor,11.58,95.01,PayPal,Central,36-45
1893,456.36,5,21.96,76.06,Toys,13.64,95.45,PayPal,Central,26-35
1894,489.04,5,11.17,81.51,Home Decor,13.8,95.13,Gift Card,North,18-25
1895,491.16,3,12.98,122.79,Health,9.26,95.11,Debit Card,North,36-45
1896,463.0,3,23.55,115.75,Books,9.12,95.39,Gift Card,East,36-45
1897,474.12,5,11.83,79.02,Automotive,13.72,95.28,Gift Card,North,36-45
1898,659.86,3,8.48,164.97,Automotive,10.1,93.43,Gift Card,East,56+
1899,556.09,2,11.08,185.36,Beauty,7.31,94.46,Debit Card,South,36-45
1900,470.45,3,23.35,117.61,Automotive,9.16,95.31,Debit Card,East,56+
1901,569.7,1,13.49,284.85,Health,5.11,94.33,Credit Card,North,36-45
1902,466.62,4,22.81,93.32,Home Decor,11.41,95.35,Credit Card,West,36-45
1903,617.31,5,7.87,102.89,Toys,14.44,93.85,Credit Card,Central,26-35
1904,536.96,3,19.79,134.24,Sports,9.49,94.65,Cash,South,36-45
1905,489.27,3,7.68,122.32,Electronics,9.25,95.13,Credit Card,East,46-55
1906,544.77,1,9.55,272.39,Beauty,4.99,94.57,Cash,East,36-45
1907,342.91,2,17.09,114.3,Sports,6.25,96.58,Debit Card,East,56+
1908,387.32,2,13.82,129.11,Electronics,6.47,96.14,Cash,North,46-55
1909,380.61,6,18.0,54.37,Groceries,15.53,96.21,PayPal,West,56+
1910,514.29,5,23.52,85.72,Books,13.92,94.88,Credit Card,Central,36-45
1911,673.25,4,6.95,134.65,Health,12.44,93.29,Credit Card,South,56+
1912,723.13,6,9.45,103.3,Automotive,17.24,92.8,Debit Card,Central,56+
1913,563.81,4,17.52,112.76,Toys,11.9,94.38,PayPal,North,26-35
1914,550.08,1,22.14,275.04,Home Decor,5.01,94.52,Debit Card,Central,46-55
1915,319.89,6,20.36,45.7,Clothing,15.23,96.81,PayPal,South,46-55
1916,445.73,2,14.38,148.58,Automotive,6.77,95.56,Cash,Central,26-35
1917,421.22,2,19.42,140.41,Toys,6.64,95.8,Gift Card,East,46-55
1918,437.92,3,9.75,109.48,Groceries,9.0,95.64,Gift Card,West,56+
1919,483.19,5,6.25,80.53,Groceries,13.77,95.19,Gift Card,North,26-35
1920,452.79,3,16.26,113.2,Clothing,9.07,95.49,Credit Card,South,56+
1921,302.07,3,20.64,75.52,Home Decor,8.32,96.99,PayPal,North,36-45
1922,574.79,1,13.8,287.4,Clothing,5.14,94.27,Gift Card,West,46-55
1923,392.73,2,16.25,130.91,Health,6.5,96.09,Credit Card,North,26-35
1924,523.92,3,13.6,130.98,Books,9.43,94.78,Cash,South,46-55
1925,707.41,1,15.25,353.7,Sports,5.8,92.95,PayPal,South,46-55
1926,408.06,1,21.92,204.03,Toys,4.3,95.94,Cash,South,18-25
1927,246.97,4,14.61,49.39,Clothing,10.32,97.54,Debit Card,East,18-25
1928,471.4,2,6.13,157.13,Toys,6.89,95.3,PayPal,South,46-55
1929,610.1,4,20.4,122.02,Groceries,12.13,93.92,Cash,West,46-55
1930,695.83,4,17.12,139.17,Books,12.56,93.07,Cash,East,56+
1931,377.05,1,19.15,188.52,Beauty,4.15,96.24,Gift Card,West,18-25
1932,549.67,3,22.22,137.42,Beauty,9.56,94.53,Cash,West,36-45
1933,453.47,3,11.15,113.37,Sports,9.08,95.48,PayPal,East,18-25
1934,489.41,1,15.06,244.7,Groceries,4.71,95.13,Gift Card,East,56+
1935,764.43,3,16.84,191.11,Health,10.63,92.39,Cash,West,56+
1936,349.7,2,12.22,116.57,Groceries,6.29,96.52,Credit Card,Central,26-35
1937,525.37,5,21.23,87.56,Clothing,13.98,94.77,Cash,West,26-35
1938,546.77,5,18.56,91.13,Toys,14.09,94.55,Cash,East,46-55
1939,608.58,6,19.2,86.94,Home Decor,16.67,93.94,Credit Card,Central,26-35
1940,509.8,3,20.54,127.45,Books,9.36,94.92,Debit Card,East,26-35
1941,530.81,2,10.65,176.94,Books,7.19,94.71,Debit Card,East,36-45
1942,460.84,1,19.42,230.42,Clothing,4.57,95.41,PayPal,East,46-55
1943,526.91,2,19.93,175.64,Books,7.17,94.75,Credit Card,South,56+
1944,465.68,1,21.16,232.84,Electronics,4.59,95.36,Debit Card,Central,26-35
1945,562.16,3,14.79,140.54,Clothing,9.62,94.4,Credit Card,East,56+
1946,463.04,4,15.08,92.61,Toys,11.4,95.39,Gift Card,Central,18-25
1947,537.71,4,7.77,107.54,Automotive,11.77,94.64,PayPal,Central,46-55
1948,497.07,1,21.34,248.54,Electronics,4.75,95.05,PayPal,South,46-55
1949,612.61,1,15.6,306.3,Health,5.32,93.9,Cash,South,56+
1950,494.86,5,16.7,82.48,Clothing,13.83,95.07,Cash,East,36-45
1951,322.7,3,8.19,80.67,Health,8.43,96.79,PayPal,Central,18-25
1952,626.19,0,16.83,626.19,Toys,3.12,93.76,Gift Card,North,26-35
1953,409.43,8,6.76,45.49,Beauty,20.22,95.92,Credit Card,Central,26-35
1954,434.62,2,22.62,144.87,Books,6.71,95.67,Debit Card,South,18-25
1955,440.43,5,21.54,73.41,Automotive,13.56,95.61,PayPal,West,46-55
1956,637.44,3,9.5,159.36,Books,9.99,93.65,Credit Card,North,56+
1957,286.43,2,16.69,95.48,Toys,5.97,97.15,Debit Card,West,46-55
1958,813.77,7,16.85,101.72,Books,19.96,91.89,Credit Card,North,26-35
1959,605.61,0,20.46,605.61,Automotive,3.02,93.97,PayPal,West,46-55
1960,522.32,3,19.62,130.58,Electronics,9.42,94.8,Debit Card,North,56+
1961,494.51,4,23.88,98.9,Health,11.55,95.07,Cash,East,56+
1962,528.56,4,12.32,105.71,Electronics,11.72,94.74,Gift Card,South,36-45
1963,552.11,4,8.24,110.42,Beauty,11.84,94.5,Debit Card,East,18-25
1964,564.52,8,16.32,62.72,Toys,20.99,94.38,Cash,Central,18-25
1965,555.56,4,19.75,111.11,Home Decor,11.86,94.47,PayPal,South,46-55
1966,508.96,2,11.14,169.65,Beauty,7.08,94.93,PayPal,North,26-35
1967,480.27,1,10.25,240.13,Clothing,4.66,95.22,Credit Card,Central,56+
1968,484.87,2,20.44,161.62,Groceries,6.96,95.17,Cash,West,26-35
1969,480.51,0,19.57,480.51,Home Decor,2.39,95.21,Debit Card,South,18-25
1970,613.38,4,9.66,122.68,Books,12.15,93.89,PayPal,South,26-35
1971,559.36,3,21.65,139.84,Home Decor,9.6,94.43,Cash,East,26-35
1972,205.96,1,8.43,102.98,Home Decor,3.3,97.95,Cash,South,56+
1973,565.59,3,7.97,141.4,Health,9.63,94.37,Credit Card,West,46-55
1974,519.47,6,12.32,74.21,Clothing,16.22,94.83,Credit Card,North,26-35
1975,498.13,4,21.96,99.63,Toys,11.57,95.04,Cash,East,26-35
1976,461.15,1,18.52,230.57,Home Decor,4.57,95.41,Gift Card,North,46-55
1977,612.41,1,13.1,306.21,Beauty,5.32,93.9,Debit Card,North,56+
1978,594.75,3,8.83,148.69,Health,9.78,94.08,Debit Card,North,18-25
1979,422.71,3,18.84,105.68,Sports,8.92,95.79,PayPal,North,26-35
1980,540.71,7,16.78,67.59,Books,18.6,94.61,PayPal,South,26-35
1981,402.83,5,23.78,67.14,Clothing,13.37,95.99,Gift Card,North,46-55
1982,362.04,7,19.78,45.25,Automotive,17.71,96.39,PayPal,East,56+
1983,437.33,3,7.84,109.33,Health,9.0,95.64,Gift Card,South,18-25
1984,586.24,2,19.11,195.41,Electronics,7.47,94.16,Credit Card,South,56+
1985,595.31,4,10.63,119.06,Toys,12.06,94.07,Gift Card,Central,26-35
1986,551.31,2,23.31,183.77,Groceries,7.29,94.51,Debit Card,West,46-55
1987,572.51,6,6.35,81.79,Clothing,16.49,94.3,PayPal,Central,18-25
1988,551.62,3,10.29,137.9,Health,9.57,94.51,Credit Card,South,18-25
1989,435.85,1,14.98,217.93,Toys,4.44,95.66,Credit Card,South,26-35
1990,543.19,2,7.42,181.06,Automotive,7.25,94.59,Gift Card,North,46-55
1991,580.04,6,12.19,82.86,Automotive,16.53,94.22,PayPal,South,36-45
1992,575.43,4,14.95,115.09,Sports,11.96,94.27,Cash,West,26-35
1993,618.89,3,14.04,154.72,Health,9.9,93.84,PayPal,South,36-45
1994,570.83,4,14.29,114.17,Toys,11.93,94.31,PayPal,Central,36-45
1995,535.14,3,21.82,133.79,Toys,9.48,94.67,PayPal,East,26-35
1996,607.02,4,15.1,121.4,Books,12.11,93.95,Cash,East,26-35
1997,497.35,2,22.94,165.78,Automotive,7.02,95.05,Gift Card,Central,46-55
1998,411.81,7,8.66,51.48,Clothing,17.96,95.9,Gift Card,West,46-55
1999,483.69,3,11.04,120.92,Clothing,9.23,95.18,Debit Card,South,46-55
2000,425.51,4,17.82,85.1,Groceries,11.21,95.76,Debit Card,West,18-25
2001,432.48,6,11.1,61.78,Home Decor,15.79,95.69,PayPal,West,18-25
2002,485.55,4,12.25,97.11,Groceries,11.51,95.16,Gift Card,South,18-25
2003,420.76,2,22.22,140.25,Beauty,6.64,95.81,Debit Card,Central,26-35
2004,469.2,6,15.69,67.03,Health,15.97,95.33,PayPal,West,46-55
2005,310.64,2,12.02,103.55,Beauty,6.09,96.91,Gift Card,North,26-35
2006,521.33,3,19.98,130.33,Clothing,9.41,94.81,Cash,South,46-55
2007,500.12,2,7.27,166.71,Beauty,7.04,95.02,PayPal,Central,46-55
2008,418.29,4,16.15,83.66,Books,11.17,95.83,Debit Card,Central,18-25
2009,565.92,6,7.79,80.85,Home Decor,16.45,94.36,Credit Card,South,18-25
2010,593.76,2,9.18,197.92,Groceries,7.5,94.09,Cash,East,46-55
2011,339.24,2,7.12,113.08,Automotive,6.23,96.62,PayPal,West,46-55
2012,423.73,6,22.23,60.53,Toys,15.75,95.78,PayPal,Central,46-55
2013,423.09,2,6.87,141.03,Electronics,6.65,95.79,PayPal,Central,18-25
